Name,Rating,Rating Count,Price Category,Address,ZipCode
Lighthouse Family Restaurant and Diner,4.4,1158,2,"669 Broadway, Bayonne, NJ 07002",7002
Porchlight,4.4,922,3,"271 11th Ave, New York, NY 10001",10001
Island Vibes Jamaican Restaurant,3.4,35,2,"14A Rose Ave, Jersey City, NJ 07305",7305
ODAAN,4.2,385,1,"907 Seneca Ave, Queens, NY 11385",11385
Pages Restaurant On the Mall,4.3,179,1,"150 Halsey St, Newark, NJ 07102",7102
Pearl Indian Restaurant,4,162,1,"738 Franklin Ave, Brooklyn, NY 11238",11238
ZAZA,4.5,946,2,"104 Greenwich St, New York, NY 10006",10006
New Dinette Restaurant,4.7,40,,"187 Port Richmond Ave, Staten Island, NY 10302",10302
Maizal Restaurant,4.4,403,2,"990 Bay St, Staten Island, NY 10305",10305
Olive Garden Italian Restaurant,4,4105,2,"505 Gateway Dr, Brooklyn, NY 11239",11239
Myrna Peruvian Restaurant,4.5,229,2,"601 Ridge Rd, North Arlington, NJ 07031",7031
Ju Feng Chinese restaurant,4.4,7,,"2809 Nostrand Ave, Brooklyn, NY 11229",11229
El Mariachi Loco Restaurant,4.3,12,,"2506 Bergenline Ave, Union City, NJ 07087",7087
"Chris' Pizza & Family Restaurant (Rutherford, NJ)",4.2,213,2,"200 Park Ave, Rutherford, NJ 07070",7070
KTB Restaurant and Lounge,4.3,528,1,"323 Ridge Rd, North Arlington, NJ 07031",7031
Patio Restaurant,4.8,26,,"103 34th St, Union City, NJ 07087",7087
NEW YUEWONG RESTAURANT 裕旺大饭店,4.1,411,2,"60 Bayard St, New York, NY 10013",10013
Al-Basha Restaurant Dine-In Only,4.7,1943,2,"387 Crooks Ave, Paterson, NJ 07503",7503
Bella Luce Restaurant and Bar,4.5,454,3,"507 Franklin Ave, Nutley, NJ 07110",7110
Blarney Stone,4,306,2,"11 Trinity Pl, New York, NY 10006",10006
Kamils Restaurant,4.3,928,2,"1489 Main Ave, Clifton, NJ 07011",7011
Elite Williamsburg,4.1,1315,2,"128 Metropolitan Ave, Brooklyn, NY 11211",11211
Golden House Restaurant,4.3,105,,"334 Union Ave A, Rutherford, NJ 07070",7070
Hi-So Thai,4,299,2,"1903 Willow Ave A, Weehawken, NJ 07086",7086
El Delicioso Mexican Restaurant,4.7,36,1,"200 New York Ave, Union City, NJ 07087",7087
Awash Ethiopian Restaurant,4.3,393,2,"338 E 6th St, New York, NY 10003",10003
Yocateo Restaurant,4.7,22,,"Dawson St, Newark, NJ 07114",7114
Taita Kitchen Peruvian Restaurant,4.4,55,2,"405 Lexington Ave, Clifton, NJ 07011",7011
Serafina Italian Restaurant 38th Madison,4,166,2,"241 Madison Ave, New York, NY 10016",10016
Morelos Restaurant,4.5,19,,"127 3rd St, Passaic, NJ 07055",7055
Princess Anaïs Palace Haïtian Restaurant,3.4,16,1,"547 Communipaw Ave, Jersey City, NJ 07304",7304
Pazza Luna Restaurant & Pizzeria,4.5,290,1,"52 Chestnut St, Garfield, NJ 07026",7026
South Barbeque Restaurant,4.1,570,1,"396 South St, Newark, NJ 07105",7105
Las Mexicanitas de la 37,4.5,207,2,"3700 Bergenline Ave, Union City, NJ 07087",7087
Marta,4.5,1892,2,"29 E 29th St, New York, NY 10016",10016
Don Julio Restaurant,4,205,1,"32 Broadway, Passaic, NJ 07055",7055
Mama Tala Restaurant,3.9,88,2,"582 Morris Ave, Bronx, NY 10451",10451
Subway,3.8,607,1,"2866 John F. Kennedy Blvd, Jersey City, NJ 07306",7306
Wadadli Style Caribbean Restaurant & Bakery,4.3,20,1,"475 Martin Luther King Dr, Jersey City, NJ 07304",7304
El Continental Restaurant,4.1,390,1,"672 5th Ave, Brooklyn, NY 11215",11215
El Fogón Bar and Restaurant,4.3,86,1,"247 Second St, Elizabeth, NJ 07206",7206
Portugalia Bar & Restaurant,4.6,588,,"280 1/2 Ferry St, Newark, NJ 07105",7105
Adriana Restaurant,4.2,207,,"597 Broadway, Newark, NJ 07104",7104
Chateau of Spain,4.4,1959,2,"11 Franklin St, Newark, NJ 07102",7102
El Encanto Mexicano Restaurant,4.3,12,,"185 Port Richmond Ave, Staten Island, NY 10302",10302
Me & Tommy's Restaurant & Bar,4.7,350,2,"4 Essex St, Belleville, NJ 07109",7109
Edward Lunch & Restaurant,4.1,135,1,"56 Lorraine St, Brooklyn, NY 11231",11231
Chapin Restaurant & Bakery,4.4,23,,"508 Ocean Ave, Jersey City, NJ 07305",7305
Grandma Sarah's Restaurant,4.4,51,,"223 Monroe St, Passaic, NJ 07055",7055
Sabor Y Punto Colombian Restaurant,4.8,399,2,"6617 Bergenline Ave, West New York, NJ 07093",7093
Desi Deli indian kitchen,3.6,720,1,"724 10th Ave, New York, NY 10019",10019
Fat Bastard and Son's Restaurant,4.6,108,2,"434 US-46, South Hackensack, NJ 07606",7606
Supreme Restaurant,4.2,1825,1,"100 Mott St, New York, NY 10013",10013
Kofte Piyaz,4.6,255,1,"881 5th Ave Store A, Brooklyn, NY 11232",11232
Aruba Lounge & restaurant,4.7,49,,"463 21st Ave, Paterson, NJ 07513",7513
Taco Bell,3.4,677,1,"21-33 E 53rd St, Bayonne, NJ 07002",7002
Lago Kache Restaurant & Lounge,4.1,331,,"2192 Flatbush Ave, Brooklyn, NY 11234",11234
El Alebrije Mexican Restaurant,4.4,334,,"570 Main Ave, Passaic, NJ 07055",7055
Taco Bell,4,1030,1,"171 NJ-17, Hasbrouck Heights, NJ 07604",7604
La Primicia Restaurant,3.9,436,1,"452 West Side Ave, Jersey City, NJ 07304",7304
Hua Long,3.4,68,1,"706 Fulton St, Brooklyn, NY 11217",11217
CafeDelia,4.9,434,3,"59 E 8th St, New York, NY 10003",10003
Tadim Restaurant,4.9,243,2,"959 Main St, Paterson, NJ 07503",7503
Soco,4.1,2523,2,"509 Myrtle Ave, Brooklyn, NY 11205",11205
Buddha-Bar Restaurant New York,3.9,591,,"62 Thomas St, New York, NY 10013",10013
New Belacan Restaurant,4,194,1,"5918 8th Ave, Brooklyn, NY 11220",11220
Happy Fortune,3.6,115,2,"770 Manor Rd, Staten Island, NY 10314",10314
GP's Restaurant,4.7,298,2,"24 69th St, Guttenberg, NJ 07093",7093
Rosita's Restaurant Bakery,3.6,47,,"23 Bloomfield Ave, Newark, NJ 07104",7104
J&V Grill Restaurant Cafeteria,4.2,616,1,"423 Bloomfield Ave, Newark, NJ 07107",7107
Waterside Restaurant and Catering,4.2,410,,"7800 River Rd B, North Bergen, NJ 07047",7047
Central Restaurant,4.2,628,1,"30 Central Ave #4, Newark, NJ 07102",7102
Vinny's Restaurant & Pizza,4.4,94,,"22 Ferry St, Newark, NJ 07105",7105
Grand Canyon Restaurant,4.4,380,2,"143 Montague St, Brooklyn, NY 11201",11201
Ankara One Turkish Restaurant,4.2,384,2,"1425 Kings Hwy, Brooklyn, NY 11229",11229
Zio Toto,4.3,264,2,"8407 3rd Ave, Brooklyn, NY 11209",11209
FARIDA - Central Asian Cuisine & Grill,4.6,645,2,"32 Cedar St, New York, NY 10005",10005
My Pizza and Restaurant,4,493,2,"755 Targee St, Staten Island, NY 10304",10304
Sandy Restaurant,4.4,1037,1,"2261 2nd Ave, New York, NY 10035",10035
MACA Peruvian Restaurant,4.1,454,2,"62-12 Woodhaven Blvd, Rego Park, NY 11374",11374
La Palmita Restaurant 2,4,86,,"438 Boulevard, Hasbrouck Heights, NJ 07604",7604
Luka's Deli & Restaurant,4.1,167,1,"248 Main St, Hackensack, NJ 07601",7601
Selena Restaurant,4.4,69,,"272 Passaic St, Passaic, NJ 07055",7055
Lola Restaurant,4.6,36,2,"26 1st St, Elizabeth, NJ 07206",7206
Tucasa Restaurant,4.2,59,,"400 Delancy St, Newark, NJ 07105",7105
Mykonos Restaurant,4.5,244,2,"440 Ridge Rd #5, North Arlington, NJ 07031",7031
Ramonitas Restaurant,4.6,47,2,"108 Moore St, Brooklyn, NY 11206",11206
Three of Cups Restaurant,4.4,195,2,"150 Sullivan St, New York, NY 10012",10012
Mario's Restaurant Clifton,4.2,883,2,"710 Van Houten Ave, Clifton, NJ 07013",7013
Vesuvio Restaurant & Pizzeria,4.4,1462,2,"7305 3rd Ave, Brooklyn, NY 11209",11209
El Mirador,4,48,1,"59 Church Ave, Brooklyn, NY 11218",11218
Del Valle,4,93,,"218 Anderson Ave, Fairview, NJ 07022",7022
Tony's Pizza,4.6,1429,2,"443 Knickerbocker Ave, Brooklyn, NY 11237",11237
Bazár Tapas Bar & Restaurant,4.3,818,2,"31 W 26th St, New York, NY 10010",10010
The Bar Room at The Modern,4.5,169,,"9 W 53rd St, New York, NY 10019",10019
Five Guys,4.3,631,2,"301 Bayonne Crossing Way, Bayonne, NJ 07002",7002
La Catracha,4,99,,"68 Van Riper St, Staten Island, NY 10302",10302
I Sodi,4.3,678,3,"314 Bleecker St, New York, NY 10014",10014
Mi Ranchito Restaurant,4.3,210,,"86 Broadway, Newark, NJ 07104",7104
Downs River Restaurant INC,4.1,161,1,"517 Stanley Ave, Brooklyn, NY 11207",11207
Picazo's Pizza & Restaurant Place Corp,5,8,,"871 3rd Ave, Brooklyn, NY 11232",11232
Sally’s Caribbean Restaurant,4.4,39,2,"911 Erskine St, Brooklyn, NY 11239",11239
No. 7 Restaurant,4.3,348,,"627 Vanderbilt Ave, Brooklyn, NY 11238",11238
Antojos Colombianos Restaurant & Bakery,4.2,513,2,"530 Harrison Ave Suite 1, Harrison, NJ 07029",7029
PiCH Restaurant and Lounge,4.3,213,2,"774 Flatbush Ave, Brooklyn, NY 11226",11226
Radhuni Sweets & Restaurant II,3.5,324,,"1203 Liberty Ave, Brooklyn, NY 11208",11208
Gino's,3.9,236,1,"548 Flatbush Ave, Brooklyn, NY 11225",11225
Fairview Chinese Restaurant,4.2,147,1,"363 Fairview Ave, Fairview, NJ 07022",7022
La Marina Restaurant,3.9,432,2,"338 Ferry St, Newark, NJ 07105",7105
New Carmen’s,4.1,183,1,"199 Martin Luther King Dr, Jersey City, NJ 07305",7305
Istanbul Cafe and Restaurant,4.3,1185,2,"1378 Main Ave, Clifton, NJ 07011",7011
Tacocina,4,401,2,"25 River St, Brooklyn, NY 11249",11249
Ho Ho Restaurant,4.6,242,2,"235 Paterson Ave, East Rutherford, NJ 07073",7073
China Restaurant,4.2,615,1,"937 Utica Ave, Brooklyn, NY 11203",11203
El Olivo,3.8,310,1,"94 Anderson Ave, Fairview, NJ 07022",7022
Teddy’s Place,4.5,445,1,"5 W 25th St, Bayonne, NJ 07002",7002
Asante's Restaurant,4.4,146,2,"1280 Teaneck Rd, Teaneck, NJ 07666",7666
Son Cubano Restaurant on the Hudson,4.3,4931,3,"40-4 Riverwalk Pl, West New York, NJ 07093",7093
San Marino Soho Italian restaurant.,4.4,183,2,"64 Charlton St, New York, NY 10014",10014
MK Valencia,4.4,717,2,"228 Main St, Ridgefield Park, NJ 07660",7660
Aleli Mexican Restaurant,4.6,147,1,"7804 3rd Ave, Brooklyn, NY 11209",11209
Charlie's Restaurant,4.4,301,1,"5904 Bergenline Ave, West New York, NJ 07093",7093
El Rincon Mexicano Restaurant,4.5,243,,"137 Kearny Ave, Kearny, NJ 07032",7032
Kitchen at Cobble Hill,4.2,325,2,"254 Court St, Brooklyn, NY 11231",11231
Leña y Carbón Restaurant,3.9,409,2,"919 Main Ave, Passaic, NJ 07055",7055
El Gordo Restaurant,4,464,1,"295 Monroe St, Passaic, NJ 07055",7055
Little Poland,4.5,893,1,"200 2nd Ave, New York, NY 10003",10003
Barcelona's Restaurant & Bar,4.4,484,1,"38 Harrison Ave, Garfield, NJ 07026",7026
Katou Restaurant,4.3,135,2,"5012 Avenue M, Brooklyn, NY 11234",11234
Premium Sweets & Restaurant,3.6,1264,1,"37-14 73rd St, Queens, NY 11372",11372
Rosemary Restaurant,,,,"20 Frontage Rd, Newark, NJ 07114",7114
Cabo Restaurant,4.1,271,2,"7004 Broadway, Guttenberg, NJ 07093",7093
Tutt Heights,4.5,389,1,"47 Hicks St, Brooklyn, NY 11201",11201
Pampangueña Restaurant,4.7,30,,"561 West Side Ave, Jersey City, NJ 07304",7304
Manantial Lupita Comida Ecuatoriana,3.9,110,2,"96 Pacific St, Newark, NJ 07105",7105
DELICIAS RESTAURANT & Pizzas,4.3,37,1,"1119 Summit Ave, Union City, NJ 07087",7087
Wakkys African Restaurant,4.1,74,2,"1174 St Marks Ave, Brooklyn, NY 11213",11213
King Solomon Palace Glatt Kosher Restaurant,4.6,417,2,"1787 Coney Island Ave, Brooklyn, NY 11230",11230
Sazón y Sabores Restaurant,4.4,36,2,"485 E 180th St, Bronx, NY 10457",10457
Maya Mexican Restaurant,4.4,187,1,"149 Market St, Passaic, NJ 07055",7055
Golden Krust Caribbean Restaurant,4,162,1,"872 Utica Ave, Brooklyn, NY 11203",11203
Mi Rancho Mexican Restaurant - Hackensack,4.2,418,2,"59 Main St, Hackensack, NJ 07601",7601
Henry's End,4.5,505,3,"72 Henry St, Brooklyn, NY 11201",11201
Don Pepe Restaurant,4.3,2146,2,"844 McCarter Hwy, Newark, NJ 07102",7102
Reina de la Nube,4.2,254,1,"922A 4th Ave, Brooklyn, NY 11232",11232
J's On The Bay,4.4,757,2,"1189 Bay St, Staten Island, NY 10305",10305
Delicias Restaurant,4.5,128,2,"5114 Hudson Ave, West New York, NJ 07093",7093
Gelone,4.6,593,2,"650 Ridge Rd, Lyndhurst, NJ 07071",7071
New Tavares Restaurant,4.1,423,1,"234 Cleveland Street Btw Fulton Street &, Atlantic Ave, Brooklyn, NY 11208",11208
San Antonio Mexican Restaurant,3.7,525,2,"206 Monroe St, Passaic, NJ 07055",7055
Fontana´s Italian Restaurant,4.3,213,2,"2359 Ralph Ave, Brooklyn, NY 11234",11234
YKA Vibes Restaurant Bar and Grill,4.8,39,2,"467 Rogers Ave, Brooklyn, NY 11225",11225
Atrio Wine Bar & Restaurant,4.1,94,,"102 North End Ave, New York, NY 10282",10282
Tommy's Family Restaurant,4.4,646,1,"349 Central Ave, Jersey City, NJ 07307",7307
Yemen Whdah Restaurant,4.3,393,,"6726 5th Ave, Brooklyn, NY 11220",11220
Me Sabe a Peru Restaurant,3.6,10,,"440 58th St, West New York, NJ 07093",7093
Golden Krust Caribbean Restaurant,3.3,266,1,"1848 E New York Ave, Brooklyn, NY 11207",11207
EKO Restaurant,4,175,2,"11010 Flatlands Ave, Brooklyn, NY 11207",11207
Denino’s Pizzeria & Tavern,4.6,2512,2,"524 Port Richmond Ave, Staten Island, NY 10302",10302
Fire Side Restaurant,3.8,22,,"111A Sterling Ave, Jersey City, NJ 07305",7305
Som Bo,4.4,458,1,"143 8th Ave, New York, NY 10011",10011
Souzafit Restaurant Newark,4.4,251,2,"70 Adams St store 7, Newark, NJ 07105",7105
Quisqueya's Restaurant,4.2,349,2,"346 3rd Ave W, Newark, NJ 07107",7107
Margon,4.6,1121,1,"136 W 46th St, New York, NY 10036",10036
Coimbra Restaurant,4.4,722,2,"637-641 Market St, Newark, NJ 07105",7105
Souzafit Restaurant Hoboken,4.5,109,1,"517 Washington St, Hoboken, NJ 07030",7030
Finch's Restaurant + Lounge,4.3,71,,"801 Rutherford Ave, Rutherford, NJ 07070",7070
El Manto Restaurant,4.2,51,,"100-15 Astoria Blvd, Queens, NY 11369",11369
Gloria's,4,1157,1,"987 Nostrand Ave, Brooklyn, NY 11225",11225
Fontana Pizza & Restaurant,4.1,314,1,"1011 Broadway, Bayonne, NJ 07002",7002
Abu Rass Restaurant,4.2,2621,2,"1057 Main St, Paterson, NJ 07503",7503
Mi Tierra Restaurant,4.4,502,1,"243 Belleville Ave, Belleville, NJ 07109",7109
The Smith,4.4,5025,2,"956 2nd Ave, New York, NY 10022",10022
Mishka Soho Restaurant,4.1,216,2,"519 Broome St, New York, NY 10013",10013
Triunfo II Mexican Restaurant And Bar,3,4,,"97 Victory Blvd, Staten Island, NY 10301",10301
La Mexicanita,3.8,146,2,"5002 Bergenline Ave, West New York, NJ 07093",7093
Guatemala Restaurant,4.8,14,,"4 Park Ave, Newark, NJ 07104",7104
IL Cortile,4.3,1999,2,"125 Mulberry St #4603, New York, NY 10013",10013
Best Bites Restaurant,4,654,2,"4601 Church Ave, Brooklyn, NY 11203",11203
Blue Smoke,4.4,1880,2,"255 Vesey St, New York, NY 10282",10282
Dutch's Restaurant,4.3,160,2,"24 E Park St, Newark, NJ 07102",7102
Campino Restaurant,4.5,774,2,"70 Jabez St, Newark, NJ 07105",7105
Wyckoff Restaurant,3.6,47,1,"250 Wyckoff Ave, Brooklyn, NY 11237",11237
Mi Lindo Mexico Restaurant,4.4,57,2,"447 Avenue C, Bayonne, NJ 07002",7002
Joy Indian Restaurant,4.3,265,2,"301 Flatbush Ave, Brooklyn, NY 11217",11217
The Modern,4.6,2124,4,"9 W 53rd St, New York, NY 10019",10019
Primavera Restaurant,3.6,80,,"623 Church Ave, Brooklyn, NY 11218",11218
La Posada Restaurant,4.4,430,2,"1055 Main Ave, Clifton, NJ 07011",7011
Con Yapa - Restaurant Peruana,4.4,60,2,"300 Morningstar Rd, Staten Island, NY 10303",10303
Sol Azteca Mexican Restaurant,4.8,310,2,"2 Kearny Ave, Kearny, NJ 07032",7032
Yemen Cafe,4.5,1456,2,"7317 5th Ave, Brooklyn, NY 11209",11209
D' Cositas Ricas Restaurant,4.2,154,1,"294 Main Ave, Passaic, NJ 07055",7055
Punto Fijo Restaurant,4,397,1,"310 Monroe St, Passaic, NJ 07055",7055
Eat Rice,3.5,167,1,"580 Avenue C, Bayonne, NJ 07002",7002
Delia's Lounge & Restaurant,4.6,346,2,"9224 3rd Ave, Brooklyn, NY 11209",11209
Tripoli Restaurant,4.3,113,2,"156 Atlantic Ave, Brooklyn, NY 11201",11201
El Rey,4.2,383,1,"1310 Broadway, Brooklyn, NY 11221",11221
Mama Rosaria's Pizza & Restaurant,4,153,1,"2146 Forest Ave, Staten Island, NY 10303",10303
Sarita's Restaurant & Bakery,4.4,24,,"44 Bergen Blvd, Fairview, NJ 07022",7022
EL SALVADOREÑO CAFE RESTAURANT LLC,3.9,125,1,"162 South St, Newark, NJ 07114",7114
El Rio Nilo Restaurant,4.9,128,2,"455 Passaic St, Hackensack, NJ 07601",7601
O'Imperial Bar & Restaurant,4.5,234,2,"152 Kearny Ave, Kearny, NJ 07032",7032
El Sabor Restaurant GM,4.5,60,,"294 Broadway, Passaic, NJ 07055",7055
Essence Bar and Grill,4,921,2,"1662 Atlantic Ave, Brooklyn, NY 11213",11213
Charo Restaurant,4.2,206,1,"102-01 37th Ave, Corona, NY 11368",11368
El Mirador Restaurant,4.7,247,1,"124 1st St, Elizabeth, NJ 07206",7206
Mauricio’s Restaurant,4.6,111,,"209 Ocean Ave #2604, Jersey City, NJ 07305",7305
Daily Provisions - West Village,4.6,184,2,"29 Bedford St, New York, NY 10014",10014
Doña Maria Restaurant,4.4,394,1,"32 Bergen St, Passaic, NJ 07055",7055
Tu Sabor Latino Restaurant,3,7,,"3881 Broadway, New York, NY 10032",10032
The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,4.4,1903,1,"5 Mott St, New York, NY 10013",10013
La Fortuna Mexican Restaurant,4.7,51,2,"2047 Richmond Terrace, Staten Island, NY 10302",10302
"""El Macho"" Taquería & Restaurant",4.6,302,2,"402 Harrison Ave, Harrison, NJ 07029",7029
Melanie's Restaurant,4.3,433,1,"675 Mt Prospect Ave, Newark, NJ 07104",7104
Aroma De Cafe Restaurant & Bakery,4.5,473,1,"86 Passaic St, Garfield, NJ 07026",7026
Primabel Bar & Restaurant,4.4,310,2,"18 Hensler St, Newark, NJ 07105",7105
Bèl Nègès Restaurant,3.6,7,1,"2180 Bedford Ave, Brooklyn, NY 11226",11226
Lurin Restaurant,4,62,,"304 Frank E Rodgers Blvd N, Harrison, NJ 07029",7029
Tacombi,4.4,802,2,"74 Broad St, New York, NY 10004",10004
Angelos Deli & Restaurant,3.6,37,,"159 Union St, Hackensack, NJ 07601",7601
Las Esperanzas,4.3,167,1,"1738 John F. Kennedy Blvd, Jersey City, NJ 07305",7305
La Parada Dominicana Restaurant,4.1,574,1,"275 Park Ave, Newark, NJ 07107",7107
RESTAURANT EL MAGUEY,3.9,157,1,"3917 4th Ave, Brooklyn, NY 11232",11232
"Lorenzo’s Restaurant, Bar & Cabaret",4.3,493,2,"1100 South Ave, Staten Island, NY 10314",10314
Tu Pais Newark Restaurant,4.1,202,,"618 Broadway, Newark, NJ 07104",7104
Avila’s Taqueria & Restaurant,4.5,91,,"6611 Park Ave, West New York, NJ 07093",7093
Amanecer Restaurant And Lounge,4.2,94,2,"3666 Broadway, New York, NY 10031",10031
Curry Heights,4.1,652,2,"151 Remsen St, Brooklyn, NY 11201",11201
Koloman,4.4,267,1,"16 W 29th St, New York, NY 10001",10001
Dominick's Restaurant & Bar - Al Di La Caterers,4.3,506,2,"1 Hoboken Rd, East Rutherford, NJ 07073",7073
Teros Restaurant,4.3,338,2,"224 Ridge Rd, Lyndhurst, NJ 07071",7071
ROSALES RESTAURANT,4,35,,"158 Market St, Passaic, NJ 07055",7055
Tú Cocina Restaurant and Grill LLC,4,129,1,"214 Essex St, Hackensack, NJ 07601",7601
Golden Krust Caribbean Restaurant,3.6,168,1,"70 W 125th St, New York, NY 10027",10027
Istanbul Bay,4.3,975,2,"8002 5th Ave, Brooklyn, NY 11209",11209
El Sazon Mexican Restaurant,4.7,59,2,"454 Monroe St, Passaic, NJ 07055",7055
Amanda's,4.5,682,3,"908 Washington St A, Hoboken, NJ 07030",7030
Twist,4.6,306,3,"4202 3rd Ave, Brooklyn, NY 11232",11232
Sebas Restaurant and Bakery,4.2,191,2,"175 Main St, Ridgefield Park, NJ 07660",7660
Sushi Boy Japanese restaurant,4.2,175,2,"515 Midland Ave, Garfield, NJ 07026",7026
Seng Seafood Restaurant,4.2,116,,"39 E Broadway 2nd FL, New York, NY 10002",10002
Laico's,4.6,688,2,"67 Terhune Ave, Jersey City, NJ 07305",7305
Rapin Fritura Restaurant Newark,3.7,19,2,"55 Broadway, Newark, NJ 07104",7104
Dairy Palace,4.5,351,2,"2216 Victory Blvd, Staten Island, NY 10314",10314
Francesca Chinese Restaurant,4.1,111,,"2411 Bergenline Ave, Union City, NJ 07087",7087
Ñaños593 Restaurant & Grill,4.1,224,2,"4114 Park Ave, Weehawken, NJ 07086",7086
Pita Bowl- Restaurant,4.5,163,2,"174 Washington Ave, Nutley, NJ 07110",7110
"Max's Restaurant Jersey City, Cuisine of the Philippines",4.3,754,2,"687 Newark Ave, Jersey City, NJ 07306",7306
Little Italy Pizzeria & Restaurant,4.2,120,2,"27 Ridgefield Ave #2233, Ridgefield Park, NJ 07660",7660
Jai Dee Thai Brooklyn,4.3,172,1,"420 7th Ave, Brooklyn, NY 11215",11215
Aldys Restaurant,4.8,85,,"804 8th St, Union City, NJ 07087",7087
Blue Corn Restaurant,5,43,2,"6916 18th Ave, Brooklyn, NY 11204",11204
La Isla,4.2,109,1,"738 West Side Ave, Jersey City, NJ 07306",7306
Chef Chan Restaurant,4.4,206,1,"238 Paterson Ave, East Rutherford, NJ 07073",7073
Sol-Mar Restaurant,4.4,1940,2,"267 Ferry St, Newark, NJ 07105",7105
Castillo Restaurant,4,330,2,"4020 5th Ave, Brooklyn, NY 11232",11232
Cocina Latina Restaurant,4.1,166,1,"4986 Broadway, New York, NY 10034",10034
218,4.2,163,1,"218 Grand St, New York, NY 10013",10013
Los Jarritos,4,101,,"161 3rd St, Elizabeth, NJ 07206",7206
Mi Guatemala Restaurant,4.7,27,,"5018 Bergenline Ave, West New York, NJ 07093",7093
Alfaro’s Restaurant,4.2,37,,"8125 Bergenline Ave, North Bergen, NJ 07047",7047
El Olivo Restaurant & Cafe,4.1,208,1,"12 E Columbia Ave, Palisades Park, NJ 07650",7650
Lori Tavola Calda Restaurant & Catering,5,8,,"80 Centre St, Nutley, NJ 07110",7110
Chili's Grill & Bar,3.9,1952,2,"700 Plaza Dr, Secaucus, NJ 07094",7094
Mi Quisqueya,4.3,368,1,"365 Broadway, Bayonne, NJ 07002",7002
Upside Craft Burger,4.5,1091,2,"4621 13th Ave, Brooklyn, NY 11219",11219
Kings Arms Diner,4,882,1,"500 Forest Ave, Staten Island, NY 10310",10310
Bettie's Restaurant,4.2,83,,"579 West Side Ave, Jersey City, NJ 07304",7304
Trinity Place,4.4,1314,2,"115 Broadway, New York, NY 10006",10006
"BUNSIKNARA PLUS | Korean Restaurant in Little Ferry, NJ",4.6,301,2,"260 Bergen Turnpike Suite 3, Little Ferry, NJ 07643",7643
Maddy Rose Restaurant at Liberty House,3.5,18,,"76 Audrey Zapp Dr Floor 1, Jersey City, NJ 07305",7305
Honest Restaurant Clifton,3.8,376,2,"60 Main Ave, Clifton, NJ 07014",7014
Danna Restaurant,4.4,26,,"8214 John F. Kennedy Blvd, North Bergen, NJ 07047",7047
Los Bravos Restaurant 3rd St.,3.6,10,,"127 3rd St, Passaic, NJ 07055",7055
El Alazan Bar Restaurant,4.9,154,2,"252 Main St, Hackensack, NJ 07601",7601
Los Primos,3.9,428,1,"704 Grand St, Brooklyn, NY 11211",11211
The Williamsburg Restaurant,4.2,125,,"96 Wythe Ave, Brooklyn, NY 11249",11249
Tequila Restaurant,4.8,25,2,"8321 5th Ave, Brooklyn, NY 11209",11209
Boon Thai,4,127,2,"681 Manhattan Ave, Brooklyn, NY 11222",11222
809 Restaurant,3.9,127,2,"61 Market St, Passaic, NJ 07055",7055
Jorge's,3.7,471,1,"688 Seneca Ave, Queens, NY 11385",11385
Punto Paisa Piqueteadero Colombian Restaurant,4,310,2,"293 Ridge Rd, North Arlington, NJ 07031",7031
PortuCale Restaurant & Bar,4.5,1022,2,"129 Elm St, Newark, NJ 07105",7105
Mi Bella Colombia,4.2,265,1,"4512 Bergenline Ave, Union City, NJ 07087",7087
The Original Mr. Bruno's Pizzeria & Restaurant,4.1,657,2,"439 Valley Brook Ave, Lyndhurst, NJ 07071",7071
Sauce Restaurant,4.3,1064,2,"78 Rivington St, New York, NY 10002",10002
Antique Garage Soho,4.3,913,2,"41 Mercer St, New York, NY 10013",10013
Porto Leggero,4.4,707,3,"185 Hudson St, Jersey City, NJ 07311",7311
Abdullah,3.4,205,1,"91 Church Ave, Brooklyn, NY 11218",11218
Golden Krust Caribbean Restaurant,3.6,43,1,"86 E 98th St, Brooklyn, NY 11212",11212
Golden Eagle Restaurant,3.8,33,2,"515 Kearny Ave, Kearny, NJ 07032",7032
Pio Pio Cafe & Restaurant 63,4.1,409,1,"6300 Hudson Ave, West New York, NJ 07093",7093
AJ Shanghai Restaurant,4.3,194,1,"775 Riverside Ave, Lyndhurst, NJ 07071",7071
SAINT RESTAURANT BAR & SPEAKEASY,4.5,647,3,"136 2nd Ave, New York, NY 10003",10003
Akwaaba Restaurant,4.4,170,,"604 Parkside Ave, Brooklyn, NY 11226",11226
El Pollo Restaurant & Bar,4.2,1024,1,"560 Richmond Rd, Staten Island, NY 10304",10304
Rice & Beans,3.9,118,2,"234 4th Ave, Brooklyn, NY 11215",11215
Lugo's Restaurant & Lounge,4.5,443,2,"10-89 Cypress Ave, Queens, NY 11385",11385
Lakruwana Restaurant,4.6,860,2,"668 Bay St, Staten Island, NY 10304",10304
Mi Casa,4.3,399,1,"372 Communipaw Ave, Jersey City, NJ 07304",7304
La Reggia,4.5,363,2,"40 Wood Ave, Secaucus, NJ 07094",7094
A Gusto,3.9,233,2,"1450 Fulton St, Brooklyn, NY 11216",11216
Brasero Chicken Restaurant,4.3,46,1,"300 Passaic St, Passaic, NJ 07055",7055
Clifton Thai Restaurant,4.5,642,1,"239 Parker Ave, Clifton, NJ 07011",7011
